10000 , 10204.0816327
20000 , 31152.6479751
30000 , 38314.1762452
40000 , 42372.8813559
50000 , 43103.4482759
60000 , 42194.092827
70000 , 41841.0041841
80000 , 39840.6374502
90000 , 41666.6666667
100000 , 41322.3140496
110000 , 41322.3140496
120000 , 40983.6065574
130000 , 40816.3265306
140000 , 40322.5806452
150000 , 40000.0
160000 , 34965.034965
170000 , 38910.5058366
180000 , 38314.1762452
190000 , 38167.9389313
200000 , 38022.8136882
210000 , 38022.8136882
220000 , 37453.1835206
230000 , 37878.7878788
240000 , 37174.7211896
250000 , 36630.03663
260000 , 36496.350365
270000 , 36630.03663
280000 , 35211.2676056
290000 , 34482.7586207
300000 , 34129.6928328
310000 , 25062.6566416
320000 , 31446.5408805
330000 , 1152.73775216
340000 , 35460.9929078
350000 , 34364.2611684
360000 , 34602.0761246
370000 , 22123.8938053
380000 , 34246.5753425
390000 , 34013.6054422
400000 , 33333.3333333
410000 , 17035.7751278
420000 , 45045.045045
430000 , 37878.7878788
440000 , 44843.0493274
450000 , 44052.8634361
460000 , 38022.8136882
470000 , 40160.6425703
480000 , 39525.6916996
490000 , 42016.8067227
500000 , 39370.0787402
510000 , 722.02166065
520000 , 40816.3265306
530000 , 41322.3140496
540000 , 40983.6065574
550000 , 40816.3265306
560000 , 40485.8299595
570000 , 40322.5806452
580000 , 40000.0
590000 , 39525.6916996
600000 , 39525.6916996
610000 , 38910.5058366
620000 , 38167.9389313
630000 , 36363.6363636
640000 , 35335.6890459
650000 , 36231.884058
660000 , 35211.2676056
670000 , 35842.2939068
680000 , 35714.2857143
690000 , 35460.9929078
700000 , 35087.7192982
710000 , 34013.6054422
720000 , 646.078304691
730000 , 32154.340836
740000 , 33670.03367
750000 , 34013.6054422
760000 , 33670.03367
770000 , 33557.0469799
780000 , 33333.3333333
790000 , 33112.5827815
800000 , 32894.7368421
810000 , 32467.5324675
820000 , 32154.340836
830000 , 19120.458891
840000 , 42735.042735
850000 , 45454.5454545
860000 , 45248.8687783
870000 , 44642.8571429
880000 , 44052.8634361
890000 , 43859.6491228
900000 , 43290.04329
910000 , 42553.1914894
920000 , 42372.8813559
930000 , 41493.7759336
940000 , 40983.6065574
950000 , 40485.8299595
960000 , 40650.4065041
970000 , 40160.6425703
980000 , 34602.0761246
990000 , 38167.9389313
1000000 , 38759.6899225
1010000 , 35087.7192982
1020000 , 37735.8490566
1030000 , 37593.9849624
1040000 , 37453.1835206
1050000 , 37313.4328358
1060000 , 36764.7058824
1070000 , 34965.034965
1080000 , 36363.6363636
1090000 , 36101.0830325
1100000 , 33898.3050847
1110000 , 35335.6890459
1120000 , 35087.7192982
1130000 , 34843.2055749
1140000 , 34246.5753425
1150000 , 34482.7586207
1160000 , 34246.5753425
1170000 , 34246.5753425
1180000 , 33557.0469799
1190000 , 527.648796961
1200000 , 33333.3333333
1210000 , 34482.7586207
1220000 , 34364.2611684
1230000 , 30959.752322
1240000 , 31152.6479751
