10000 , 10020.0400802
20000 , 34602.0761246
30000 , 46948.3568075
40000 , 46082.9493088
50000 , 49261.0837438
60000 , 48780.4878049
70000 , 47393.3649289
80000 , 45454.5454545
90000 , 47619.047619
100000 , 46728.9719626
110000 , 46728.9719626
120000 , 46511.627907
130000 , 45871.559633
140000 , 45454.5454545
150000 , 43668.1222707
160000 , 36231.884058
170000 , 40650.4065041
180000 , 28490.02849
190000 , 39682.5396825
200000 , 39370.0787402
210000 , 35714.2857143
220000 , 29498.5250737
230000 , 39682.5396825
240000 , 38910.5058366
250000 , 38610.03861
260000 , 38022.8136882
270000 , 38167.9389313
280000 , 38022.8136882
290000 , 780.396441392
300000 , 1092.77674571
310000 , 4587.1559633
320000 , 27855.1532033
330000 , 5408.32882639
340000 , 10309.2783505
350000 , 37313.4328358
360000 , 35335.6890459
370000 , 36630.03663
380000 , 36363.6363636
390000 , 36101.0830325
400000 , 36101.0830325
410000 , 17857.1428571
420000 , 50251.2562814
430000 , 24691.3580247
440000 , 48543.6893204
450000 , 47846.8899522
460000 , 47846.8899522
470000 , 45454.5454545
480000 , 45871.559633
490000 , 45662.1004566
500000 , 44444.4444444
510000 , 503.473970396
520000 , 44052.8634361
530000 , 38910.5058366
540000 , 45454.5454545
550000 , 45454.5454545
560000 , 44843.0493274
570000 , 43103.4482759
580000 , 42553.1914894
590000 , 42194.092827
600000 , 42194.092827
610000 , 40983.6065574
620000 , 41322.3140496
630000 , 37037.037037
640000 , 2200.220022
650000 , 39682.5396825
660000 , 39525.6916996
670000 , 39682.5396825
680000 , 38314.1762452
690000 , 1052.85323226
700000 , 864.752680733
710000 , 27624.3093923
720000 , 38167.9389313
730000 , 38759.6899225
740000 , 37174.7211896
750000 , 1936.48334624
760000 , 27855.1532033
770000 , 35714.2857143
780000 , 35714.2857143
790000 , 36630.03663
800000 , 35971.2230216
810000 , 36231.884058
820000 , 35714.2857143
830000 , 14347.2022956
840000 , 46948.3568075
850000 , 43859.6491228
860000 , 46296.2962963
870000 , 47846.8899522
880000 , 47393.3649289
890000 , 47619.047619
900000 , 44843.0493274
910000 , 32786.8852459
920000 , 36630.03663
930000 , 44843.0493274
940000 , 44247.7876106
950000 , 43668.1222707
960000 , 33783.7837838
970000 , 42735.042735
980000 , 42553.1914894
990000 , 42016.8067227
1000000 , 38022.8136882
1010000 , 41666.6666667
1020000 , 40983.6065574
1030000 , 40650.4065041
1040000 , 37453.1835206
1050000 , 906.04330887
1060000 , 723.274989151
1070000 , 38759.6899225
1080000 , 33557.0469799
1090000 , 39370.0787402
1100000 , 39215.6862745
1110000 , 38910.5058366
1120000 , 38314.1762452
1130000 , 38610.03861
1140000 , 37878.7878788
1150000 , 37174.7211896
1160000 , 37735.8490566
1170000 , 36764.7058824
1180000 , 36900.3690037
1190000 , 36764.7058824
1200000 , 35971.2230216
1210000 , 35087.7192982
1220000 , 36101.0830325
1230000 , 35714.2857143
1240000 , 35211.2676056
1250000 , 35460.9929078
1260000 , 35087.7192982
1270000 , 34965.034965
1280000 , 498.057575456
1290000 , 1000.0
1300000 , 1000.60036022
1310000 , 48543.6893204
1320000 , 48543.6893204
1330000 , 48309.178744
1340000 , 46728.9719626
1350000 , 46511.627907
1360000 , 46082.9493088
1370000 , 45045.045045
1380000 , 488.472059398
1390000 , 3573.9814153
1400000 , 44642.8571429
1410000 , 27548.2093664
1420000 , 3503.85423966
1430000 , 43103.4482759
1440000 , 33003.30033
1450000 , 43478.2608696
1460000 , 42918.4549356
1470000 , 42016.8067227
1480000 , 41666.6666667
1490000 , 41322.3140496
1500000 , 31545.7413249
1510000 , 39682.5396825
1520000 , 38461.5384615
1530000 , 37313.4328358
1540000 , 38461.5384615
1550000 , 1044.16831993
1560000 , 38759.6899225
1570000 , 38461.5384615
1580000 , 38167.9389313
1590000 , 37878.7878788
1600000 , 37174.7211896
